customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
9ccccb96-632d-45a0-8552-776b4f1fef6c,24,12000,OWN,2,VENTURE,E,1750,,0,Y,3
71885e48-c5c4-4dbc-91bf-58dc2ed9d9dd,21,131000,RENT,0,VENTURE,A,30000,5.99,0,N,4
758a15de-c4f3-4113-aff4-5194d1467382,22,275000,OWN,6,VENTURE,B,12000,11.58,0,N,2
ffe714a7-7607-46d2-9b81-2aa399d0019f,26,263000,MORTGAGE,0,EDUCATION,B,10000,,1,N,4
bffa7f78-df6c-4056-a95f-3b874c2ae529,25,221850,MORTGAGE,9,MEDICAL,D,25000,15.7,1,N,2
58e6b758-59a4-41e8-82da-e7e6c77482f5,22,70000,RENT,6,EDUCATION,D,29100,15.99,1,N,3
52d71e05-f0ba-41a9-8991-5cd3d028511b,22,12000,MORTGAGE,7,EDUCATION,D,1500,14.84,0,Y,3
c273114d-254e-447e-9628-370d6d7a9907,26,260000,OWN,10,HOMEIMPROVEMENT,B,28000,10.99,0,N,3
8b3b15e7-0cac-4a0e-b932-c53e25c0f3db,25,259000,MORTGAGE,9,HOMEIMPROVEMENT,D,20000,14.42,0,Y,2
6643d2e9-8967-48c8-a1b2-933ec385d59c,24,255000,MORTGAGE,9,EDUCATION,A,9600,6.99,0,N,2
7841649b-a9a3-46a1-84e9-4d552e64b403,25,250000,RENT,2,MEDICAL,C,25000,13.49,0,N,4
5a95635b-f3a8-47d0-b24c-39a627189314,25,12000,OWN,0,MEDICAL,C,3000,,1,N,3
63563f1a-2056-4cf8-804e-1fd990636f09,22,56950,RENT,6,MEDICAL,A,28000,,1,N,2
cfe6d2bd-851f-4995-9d4d-2297bb67d69b,21,12000,OWN,6,EDUCATION,C,3000,13.61,1,Y,3
d5eb2ae2-6196-4ea6-a9ad-f327d8428c6d,23,65000,RENT,2,EDUCATION,A,28000,7.9,1,N,2
a1b541da-1700-43c2-bbf8-7b2c123aa2ab,26,85000,RENT,2,VENTURE,A,28000,7.49,1,N,3
bb47558e-b703-4026-80a9-55266d016127,26,12000,OWN,2,EDUCATION,A,6100,7.51,1,N,3
b58195d7-1ae3-44c7-8b87-f37b06fe29de,22,88000,RENT,6,VENTURE,B,28000,9.91,1,N,3
f64504ba-d129-45ad-b8dd-b48d98bc9a89,21,12000,OWN,0,PERSONAL,C,4200,13.48,1,Y,4
62bfdfb3-692b-49a7-aa7d-5a0b4d3e7275,22,12000,OWN,6,DEBTCONSOLIDATION,A,4750,7.14,1,N,2
29261a87-97bc-4978-940d-2720fa29ef14,24,83004,RENT,0,VENTURE,D,28000,15.99,1,Y,4
a2f5e5bf-f6b9-40db-924c-1c5707deeadc,24,250000,RENT,2,EDUCATION,C,18000,12.98,0,Y,3
d48ae6bc-5734-466a-8b26-bbd3c008847d,144,250000,RENT,4,VENTURE,C,4800,13.57,0,N,3
0a0a74ba-f0f3-444c-8a49-734c95e4fe3e,25,100000,RENT,5,DEBTCONSOLIDATION,B,28000,12.69,0,N,3
ee443bd6-eeea-44c0-82e3-1fc38c83efb5,26,110000,RENT,10,EDUCATION,A,28000,8.9,0,N,2
1de7ff97-72f7-415d-b42a-b457d7a6d3d5,26,12000,OWN,0,DEBTCONSOLIDATION,A,2700,,1,N,4
bf2302e4-7875-4898-9ae5-76d0bb31d612,22,108000,RENT,6,EDUCATION,B,28000,,1,N,4
b6c0aeef-81ef-4fd2-8775-14fbda1ef3a0,23,151200,RENT,7,DEBTCONSOLIDATION,B,28000,11.11,0,N,2
12fce8ee-7f01-41ca-91e2-95532924de7a,24,69000,RENT,2,HOMEIMPROVEMENT,A,27600,,1,N,2
070b4823-9641-443d-9f4a-9acf1cf65164,21,12000,MORTGAGE,5,DEBTCONSOLIDATION,E,3250,15.68,1,Y,3
b939cb57-159e-4daa-8c6b-46a203577dce,22,70000,RENT,4,EDUCATION,C,27500,13.06,1,Y,3
322ed5fd-0cc4-492b-9dbe-dc2dcd32d05a,22,240000,OWN,6,PERSONAL,B,25000,,0,N,2
f48d071a-e54a-4044-bb81-6b72b934594e,26,73200,RENT,5,VENTURE,D,27050,15.62,1,Y,2
c8a094ab-0e6f-40aa-aeaf-617ed7bb1b8f,24,83000,RENT,5,PERSONAL,C,27000,13.49,1,Y,2
2b469b63-0420-4e89-b3db-cc8ef8c7b467,24,73399,RENT,0,VENTURE,D,27000,,1,N,3
3c27333b-ee19-4b34-9b37-f055c69d8b83,23,62500,RENT,7,MEDICAL,B,26000,11.71,1,N,2
50a95b6a-cf48-451f-bb04-03859bf386a9,23,120000,RENT,1,EDUCATION,B,25600,12.69,0,N,3
f5addde4-2695-4aaf-86e7-ac2921188dfc,24,12360,OWN,2,MEDICAL,C,1600,13.57,0,N,3
afc62e5e-688c-42a1-9040-5752241f9873,22,60000,RENT,0,VENTURE,B,25475,10.99,1,N,3
317b01aa-a945-46a3-8ccd-c0fe470a64b0,25,234000,MORTGAGE,3,MEDICAL,C,20000,14.27,0,Y,4
5f543536-ae4a-4403-8821-eff3dc916545,24,234000,OWN,8,HOMEIMPROVEMENT,B,20000,8.88,0,N,4
8e96d9f7-73ca-4748-a9ec-2f67b1ec876e,26,234000,MORTGAGE,10,HOMEIMPROVEMENT,B,21600,12.18,0,N,3
aa7d2d30-f2d4-4470-92dc-fa69d845f067,25,221004,MORTGAGE,6,DEBTCONSOLIDATION,D,11900,14.42,1,Y,3
81e271da-06c7-4f82-8d04-19c91a7dac66,26,232500,MORTGAGE,0,MEDICAL,C,25000,14.17,0,Y,2
d1badb49-3a29-47c1-8571-4e17bba4ec64,25,230000,MORTGAGE,5,MEDICAL,C,35000,13.99,0,N,4
695fe831-756e-4f59-a65c-6c2f6268239a,23,83000,RENT,7,EDUCATION,B,25300,10.99,1,N,3
61683e14-1b0a-418d-bd35-f0b25fc18a99,22,12600,MORTGAGE,,PERSONAL,A,2000,5.42,1,N,4
347364de-2ec2-4b73-a22b-53d988167aec,25,12600,OWN,3,PERSONAL,C,1750,13.61,0,N,3
2fac83cc-6b9c-4db2-9e5b-862a76f893a2,21,42500,RENT,3,EDUCATION,C,25000,12.73,1,Y,3
b5c8bd54-eb99-45ef-9b49-381876ce4089,24,41000,RENT,2,HOMEIMPROVEMENT,D,25000,,1,N,3
1cc4520d-be2f-49a4-9c1e-d2f6b4eb917f,25,12816,OWN,0,DEBTCONSOLIDATION,C,3000,12.87,1,Y,4
f7c0a412-3f63-4083-aa19-3b06b002c68e,24,12960,MORTGAGE,1,HOMEIMPROVEMENT,B,3650,9.91,1,N,3
8b8b0430-843b-4988-a439-a2e4b81fa73d,26,226000,MORTGAGE,4,HOMEIMPROVEMENT,B,20000,11.49,0,N,4
e0694668-9ad3-417b-be91-d4eeb746a393,25,225000,MORTGAGE,0,HOMEIMPROVEMENT,E,30000,19.91,0,Y,2
5eccf759-4adb-4fa9-b359-a9a846712cb3,26,213000,MORTGAGE,6,EDUCATION,B,35000,10.65,1,N,2
6150c339-6803-4359-a0d4-920fb727a004,24,225000,RENT,0,MEDICAL,B,6000,,0,N,4
97770dc5-1c0d-4143-a508-999cd976d637,24,12960,MORTGAGE,0,DEBTCONSOLIDATION,B,4500,11.83,1,N,4
ec4d87d7-f815-4253-bdb7-e2c7185cfe67,23,12996,OWN,0,DEBTCONSOLIDATION,C,2400,13.49,1,Y,2
c39bc7f5-40ab-4260-857b-61587b726b81,22,42000,RENT,6,MEDICAL,D,25000,14.59,1,Y,2
0148bb7f-1a86-492c-87fc-dde39800d9dc,26,48000,RENT,2,EDUCATION,B,25000,9.64,1,N,4
4e5f8660-db44-4f4e-afc9-b777e832c161,25,12996,OWN,1,MEDICAL,D,3600,14.59,1,N,3
fcc844c8-991f-4abd-8172-ae91e442aa06,22,12996,OWN,1,EDUCATION,B,4750,,1,N,3
94c4388f-c683-4084-a609-150d6d9f6b14,25,42360,RENT,1,EDUCATION,E,25000,16.35,1,Y,3
8d286be2-1b71-443b-b644-b345a059afa4,21,49000,RENT,4,EDUCATION,B,25000,10.99,1,N,2
23ae2330-4a4c-4ed9-9968-dfffe36974ea,25,225000,MORTGAGE,0,VENTURE,F,25000,18.67,0,N,2
4d29f568-1c13-4890-8bb1-ac695f9cc113,26,225000,RENT,1,EDUCATION,A,3000,9.32,0,N,4
32de2de7-7145-4f40-bbf9-5ba0a9827f0b,23,225000,RENT,8,DEBTCONSOLIDATION,A,7500,8.63,0,N,2
ca21c473-43b0-455a-a0ce-edd0f6cf88f1,26,225000,MORTGAGE,2,VENTURE,B,25000,10.08,0,N,2
7e0d572a-08b1-46eb-9975-09da253639df,22,49464,RENT,5,PERSONAL,B,25000,11.83,1,N,3
282b6968-0ec2-479f-bb72-949ae6bf9efd,23,50000,RENT,1,DEBTCONSOLIDATION,A,25000,7.9,1,N,3
80305892-33c1-4d05-8a53-68b38048e35c,25,50000,RENT,4,HOMEIMPROVEMENT,A,25000,5.99,1,N,2
21ea44f1-06af-4bbe-863e-e9a343ee16bb,24,44000,RENT,2,DEBTCONSOLIDATION,D,25000,15.33,1,N,2
8fdc1806-72ec-4c9a-872e-bf4d7f0eacfb,23,50000,RENT,1,VENTURE,B,25000,11.83,1,N,4
27357627-55fe-477a-b7d2-9ac6cc7e7a71,22,50004,RENT,0,VENTURE,B,25000,10.36,1,N,2
062d09b1-3954-4a89-b549-cd7be3463748,22,50004,RENT,3,VENTURE,C,25000,12.23,1,N,3
00301928-2df6-4b32-b67c-1a96af991476,22,52000,RENT,2,EDUCATION,B,25000,11.11,1,N,4
543eb8f1-1454-40a9-ab71-c3e274d9f81e,23,13200,OWN,3,DEBTCONSOLIDATION,A,4950,7.9,1,N,4
8b20c37f-2bd2-4dbf-9ecd-cbd0fd00f77b,24,220000,MORTGAGE,1,EDUCATION,B,25000,11.58,0,N,2
7316663f-9d85-4b97-a62f-dab0d0ec455a,23,216000,MORTGAGE,5,DEBTCONSOLIDATION,A,21000,8.9,0,N,3
cbc8cf8e-54f7-4c60-99db-a614ad951c4c,25,216000,MORTGAGE,2,EDUCATION,D,25000,16.07,0,N,3
b399ca2e-e110-413d-bcc2-9941c2ed9e5f,26,216000,MORTGAGE,10,EDUCATION,C,20000,14.22,0,Y,2
a0e89e3d-d66f-4d04-8dc6-09bcc01e7993,23,215000,MORTGAGE,7,MEDICAL,C,35000,14.79,0,Y,3
162d3747-4ef1-4da0-a065-15c34d294c7f,26,215000,MORTGAGE,11,EDUCATION,A,12000,7.88,0,N,2
13dffde4-bceb-4626-bf52-84d8e84c1294,23,52000,RENT,1,PERSONAL,C,25000,13.22,1,N,2
1a07e334-083d-400e-a6ab-812c557d26e8,26,46000,RENT,2,DEBTCONSOLIDATION,D,25000,11.86,1,N,4
b96fd2d9-b384-4f04-8648-2bff60a497dd,22,53000,RENT,5,EDUCATION,C,25000,13.43,1,Y,4
e47b336e-140e-4dcb-8ce8-be0fbe01e02c,26,47000,RENT,0,HOMEIMPROVEMENT,D,25000,15.28,1,Y,2
f85b3100-0b1d-4f79-8d4e-c1bae1e80c9d,23,47000,RENT,1,VENTURE,E,25000,17.93,1,N,2
dacb0b44-b944-4c62-99d9-68fa05b62df5,23,13200,MORTGAGE,2,EDUCATION,B,1400,9.25,0,N,4
c272fa76-c19e-4e26-99dd-76a23abe6340,21,13200,OWN,0,VENTURE,C,4500,12.98,1,N,4
a207dadc-dc21-42f4-b5ce-8349145d5e9a,22,210000,MORTGAGE,6,VENTURE,B,16000,10.62,0,N,4
2a67163e-4d34-4cc1-bde8-137bad94ef5e,26,210000,OWN,10,PERSONAL,B,22000,11.83,0,N,4
41a893be-1f68-472f-afa3-e348c5a3bc23,26,48000,RENT,5,VENTURE,F,25000,18.43,1,N,2
4a4eaac0-5629-462c-9bac-b9c019c4781f,22,54996,RENT,6,EDUCATION,B,25000,,1,N,4
e3bc26db-9fc1-488d-b960-0807c41e8558,24,55000,RENT,4,HOMEIMPROVEMENT,D,25000,,1,Y,4
70744b75-f492-4779-810d-3c061b17b8be,23,55000,RENT,4,EDUCATION,B,25000,11.36,1,N,3
acec6ac8-678a-4db8-8650-815408c7bcbe,23,55000,RENT,4,EDUCATION,D,25000,15.65,1,Y,3
545b565b-8473-4701-b4b3-76a76aeb52f1,24,55164,RENT,8,PERSONAL,C,25000,13.22,1,Y,4
94979845-17cb-4495-9a8d-54b4bef7ef51,26,56000,RENT,4,DEBTCONSOLIDATION,C,25000,12.87,1,N,2
f0db2c20-87e0-4d6a-a174-454937e3eff5,24,203500,OWN,8,MEDICAL,C,20000,13.04,0,N,3
b0d969d0-cc05-4578-bb26-8020d17de65b,23,190000,MORTGAGE,5,EDUCATION,F,22000,17.58,1,Y,3
e243ce0a-3834-4e54-b4b8-0b3b828a4c9c,23,13920,OWN,2,PERSONAL,E,7750,17.04,1,N,4
0d13fbe0-da62-40ee-aa4a-6f4754d01b78,24,60000,RENT,0,PERSONAL,B,25000,10.99,1,N,3
925c37a0-90b4-46b2-bcb6-2eea9776aabc,24,60000,RENT,2,PERSONAL,B,25000,11.11,1,N,3
838e373b-1033-46a2-948d-1e06ed99c054,26,54000,RENT,7,DEBTCONSOLIDATION,D,25000,14.83,1,Y,2
9064c689-b800-4d43-81f2-0cbaf5808e78,23,14000,OWN,2,DEBTCONSOLIDATION,D,4000,,1,N,3
42dd1bcd-b29e-42fe-a438-e331918204db,24,200000,RENT,8,MEDICAL,B,12000,12.69,0,N,2
94290469-b5d1-4421-9e5b-28963dad4bc6,24,200000,MORTGAGE,8,HOMEIMPROVEMENT,C,12000,13.49,0,N,2
f6240cf1-6769-4682-bcc4-b31b7cc1a459,21,200000,MORTGAGE,5,EDUCATION,C,16000,14.65,0,N,4
66d25110-d090-45af-a41c-078c93a6b196,25,54000,RENT,3,HOMEIMPROVEMENT,E,25000,16.82,1,N,4
45e98a79-270d-4dc5-83d0-6fd4336e9610,23,60000,RENT,3,PERSONAL,C,25000,12.73,1,N,3
4aed0ac7-5d18-4afb-a4dd-c6b1c1600905,23,60000,RENT,7,PERSONAL,B,25000,10.25,1,N,4
735f4d34-3f07-49dd-a4ce-0e5423c76372,21,60000,RENT,6,EDUCATION,B,25000,10.99,1,N,4
b98ddf5a-4112-413e-87f8-79023784864b,25,61959,RENT,9,MEDICAL,C,25000,12.73,1,N,2
70b4b127-5ba3-477c-acd2-61a07a6bff8e,22,56400,RENT,2,HOMEIMPROVEMENT,D,25000,14.96,1,Y,3
92162cea-0c73-4b1b-880a-d5b456792e4c,23,200000,MORTGAGE,7,EDUCATION,A,28000,,0,N,2
2825ebd0-9c15-4e9b-91cf-4008051f4d92,21,200000,MORTGAGE,2,DEBTCONSOLIDATION,C,25000,13.99,0,N,2
d87f554e-0be9-453b-8f3f-c25a67ab23db,24,200000,MORTGAGE,3,VENTURE,A,24000,7.49,0,N,4
da91fd08-ffc5-4dd0-a7ac-cfeb61d67c7d,26,200000,MORTGAGE,4,EDUCATION,C,15000,14.79,0,N,3
490e70ee-297a-40c1-90ed-4ef5dfdb6fc7,25,200000,MORTGAGE,2,DEBTCONSOLIDATION,B,15500,11.99,0,N,2
32110055-37d9-4b28-8f0e-85b07052d482,24,200000,RENT,8,EDUCATION,A,10000,8.49,0,N,4
0f67073a-ace9-4e8e-80aa-d2e37d81b162,24,66000,RENT,3,EDUCATION,B,25000,9.91,1,N,2
6b115cf7-3ee0-43b8-816f-006fba144f73,22,66000,RENT,6,EDUCATION,C,25000,13.06,1,Y,3
5c50b708-4460-4661-a231-ba1bfb1bc268,22,200000,MORTGAGE,6,DEBTCONSOLIDATION,A,9000,6.17,0,N,4
e21ae5f3-e5c8-413e-bbe7-819cf47cb12e,144,200000,MORTGAGE,4,EDUCATION,B,6000,11.86,0,N,2
ca4dcc31-c8a8-45d1-ad69-dad0b7a24e14,25,200000,RENT,5,EDUCATION,D,18000,16.32,0,N,3
56a96615-c3f3-4b9c-b792-3aa64ac62812,25,200000,MORTGAGE,2,VENTURE,B,12000,10.38,0,N,2
5da898d1-2021-4f17-b1de-012b5eec2dbf,25,200000,MORTGAGE,9,PERSONAL,C,23050,14.35,0,N,3
97207be6-cd2e-4f97-9f24-f3e9e2302d50,24,200000,MORTGAGE,8,DEBTCONSOLIDATION,B,20000,,0,N,3
9f0958a7-1d80-4bb2-84ee-aa33206126c6,24,60000,RENT,2,DEBTCONSOLIDATION,E,25000,,1,Y,2
36704c2e-bc26-4bb3-b815-d68dcb6b5447,21,14400,OWN,0,HOMEIMPROVEMENT,B,3000,,1,N,4
37fb7386-9499-41df-9015-13e3d18b1d8b,26,66996,RENT,10,PERSONAL,D,25000,15.21,1,Y,2
3d20bad1-5caf-4e05-b432-4af7816b6955,23,67000,RENT,3,EDUCATION,A,25000,7.9,1,N,4
bd190978-a513-45f8-93c8-263ae16de4e5,24,67000,RENT,2,VENTURE,B,25000,10.99,1,N,3
2c3e511a-a3d4-4303-8cfa-1af67217c53b,24,68000,RENT,5,PERSONAL,D,25000,14.09,1,Y,3
38e63888-ea09-455a-aec1-0e49c6e7ca80,25,69000,RENT,9,PERSONAL,D,25000,17.49,1,N,2
6a59d25d-8ac1-4c3b-b9f2-cc906014fc6c,25,200000,MORTGAGE,0,EDUCATION,B,12000,11.48,0,N,3
b8bdf865-c74d-4fa0-983a-d57fc0e1ab51,26,188000,MORTGAGE,10,VENTURE,E,20000,17.74,1,N,2
2eeb52d3-1670-437f-9f5d-8e6d6e1f47a1,26,200000,MORTGAGE,4,PERSONAL,C,3000,13.92,0,N,3
ac9e5ec6-1243-4ea9-83ab-ab2e57923231,25,69996,RENT,9,EDUCATION,D,25000,15.21,1,N,3
e80256e5-82bd-41c1-b3c5-2d6551bfbb6a,22,14400,OWN,2,MEDICAL,B,4000,10.99,1,N,3
b140cfe3-cc27-4240-bd33-18d3ce46f316,24,70000,RENT,3,EDUCATION,B,25000,11.86,1,N,4
2a83e376-16a7-4841-af7a-8f05692ebc33,24,14400,OWN,5,PERSONAL,A,6000,7.49,1,N,3
8f7a9663-dc3a-4a64-bbcd-0984acbab717,24,56100,RENT,7,MEDICAL,D,25000,16.49,1,N,4
cd121e45-e0ee-4c56-b8b3-45b897f4b80f,25,66000,RENT,9,VENTURE,D,25000,15.33,1,Y,2
54013989-ba66-4738-9e0f-ee51d1414816,26,66000,RENT,3,HOMEIMPROVEMENT,B,25000,11.58,1,N,4
319acc66-d7d9-46dd-8048-28e8593eabed,25,14400,OWN,7,EDUCATION,A,5375,5.79,1,N,2
526d5871-fa0d-4e52-8e80-68b1de47726c,25,72612,RENT,9,MEDICAL,C,25000,13.11,1,N,2
eb9b0819-9637-4c62-9f25-369f8218b9c1,23,74000,RENT,3,MEDICAL,B,25000,10.36,1,N,3
5a02b343-4a12-4783-adac-d7745e8cf855,25,75000,RENT,9,DEBTCONSOLIDATION,B,25000,10.36,1,N,2
8a849703-bc43-4885-8020-d2144a8a9d2e,24,192000,RENT,0,MEDICAL,C,22000,,0,Y,2
87f7c4de-64bc-4bbc-8130-46a750f698f7,21,192000,MORTGAGE,123,VENTURE,A,20000,6.54,0,N,4
ab8cd96e-832a-4b20-aa48-d294807a516a,25,191000,MORTGAGE,1,MEDICAL,B,10000,12.53,0,N,4
89e9f333-3deb-4b41-98d8-ef0c7bc0e778,26,190300,MORTGAGE,5,PERSONAL,A,15000,,0,N,3
ac6e124f-7cbd-4080-bb6b-e80babb252b3,22,190000,MORTGAGE,3,VENTURE,C,10000,,0,N,3
ca1b3907-5b30-4959-b15a-5bb0b4e4ceaa,24,75000,RENT,4,EDUCATION,B,25000,10.25,1,N,4
a946bbc7-1349-4870-b65a-b19e43690339,22,71000,RENT,1,EDUCATION,D,25000,15.95,1,Y,4
f2d2b699-c1b4-4629-bb72-cab515f6c74f,26,190000,MORTGAGE,3,VENTURE,B,20000,12.18,0,N,4
392bb544-6481-4f69-95e9-cab82d454828,23,189996,OWN,0,PERSONAL,B,24000,11.83,0,N,3
b7f0d291-1569-4f20-ad42-7e5632e6d2f8,23,78000,RENT,7,DEBTCONSOLIDATION,C,25000,,1,Y,2
329f720c-b098-42b9-b2a7-39a8770d7513,23,78000,RENT,1,VENTURE,B,25000,10.62,1,N,3
